20161206,109.9500,110.3600,109.1900,109.5000,26075900
20161207,111.0300,111.1900,109.1600,109.2600,29853000
20161208,112.1200,112.4300,110.6000,110.8600,26818500
20161209,113.9500,114.7000,112.3100,112.3100,34274100
20161212,113.3000,115.0000,112.4900,113.2900,26149100
20161213,115.1900,115.9200,113.7500,113.8400,43167500
20161214,115.1900,116.2000,114.9800,115.0400,33433200
20161215,115.8200,116.7300,115.2300,115.3800,46232200
20161216,115.9700,116.5000,115.6500,116.4700,44055400
20161219,116.6400,117.3800,115.7500,115.8000,27675400
20161220,116.9500,117.5000,116.6800,116.7400,20905800
20161221,117.0600,117.4000,116.7800,116.8000,24216900
20161222,116.2900,116.5100,115.6400,116.3500,25789800
20161223,116.5200,116.5200,115.5900,115.5900,14181200
20161227,117.2600,117.8000,116.4900,116.5200,18071900
20161228,116.7600,118.0200,116.2000,117.5200,20582000
20161229,116.7300,117.1100,116.4000,116.4500,14963300
20161230,115.8200,117.2000,115.4300,116.6500,30253100
20170103,116.1500,116.3300,114.7600,115.8000,28509500
20170104,116.0200,116.5100,115.7500,115.8500,20858700
20170105,116.6100,116.8600,115.8100,115.9200,22103700
20170106,117.9100,118.1600,116.4700,116.7800,31577900
20170109,118.9900,119.4300,117.9400,117.9500,33387600
20170110,119.1100,119.3800,118.3000,118.7700,24420800
20170111,119.7500,119.9300,118.6000,118.7400,27418600
20170112,119.2500,119.3000,118.2100,118.9000,27002400
20170113,119.0400,119.6200,118.8100,119.1100,25938300
20170117,120.0000,120.2400,118.2200,118.3400,34078600
20170118,119.9900,120.5000,119.7100,120.0000,23644700
20170119,119.7800,120.0900,119.3700,119.4000,25295700
20170120,120.0000,120.4500,119.7300,120.4500,29479900
20170123,120.0800,120.8100,119.7700,120.0000,21131400
20170124,119.9700,120.1000,119.5000,119.5500,23150200
20170125,121.8800,122.1000,120.2800,120.4200,32377600
20170126,121.9400,122.4400,121.6000,121.6700,26282000
20170127,121.9500,122.3500,121.6000,122.1400,20437400
20170130,121.6300,121.6300,120.6600,120.9300,30278800
20170131,121.3500,121.3900,120.6200,121.1500,41610600
20170201,128.7500,130.4900,127.0100,127.0300,111985000
20170202,128.5300,129.3900,127.7800,127.9800,33710400
20170203,129.0800,129.1900,128.1600,128.3100,24507300
20170206,130.2900,130.5000,128.9000,129.1300,26845900
20170207,131.5300,132.0900,130.4500,130.5400,38183800
20170208,132.0400,132.2200,131.2200,131.3500,23004100
20170209,132.4200,132.4500,131.1200,131.6500,28349900
20170210,132.1200,132.9400,132.0500,132.4600,20065500
20170213,133.2900,133.8200,132.7500,133.0800,23035400
20170214,135.0200,135.0900,133.2500,133.4700,32815500
20170215,135.5100,136.2700,134.6200,135.5200,35501600
20170216,135.3500,135.9000,134.8400,135.6700,22118000
20170217,135.7200,135.8300,135.1000,135.1000,22084500
20170221,136.7000,136.7500,135.9800,136.2300,24265100
20170222,137.1100,137.1200,136.1100,136.4300,20745300
20170223,136.5300,137.4800,136.3000,137.3800,20704100
20170224,136.6600,136.6600,135.2800,135.9100,21690900
20170227,136.9300,137.4400,136.2800,137.1400,20196400
20170228,136.9900,137.4400,136.7000,137.0800,23403500
20170301,139.7900,140.1500,137.6000,137.8900,36272400
20170302,138.9600,140.2800,138.7600,140.0000,26153300
20170303,139.7800,139.8300,138.5900,138.7800,21108100
20170306,139.3400,139.7700,138.6000,139.3700,21155300
20170307,139.5200,139.9800,138.7900,139.0600,17267500
20170308,139.0000,139.8000,138.8200,138.9500,18681800
20170309,138.6800,138.7900,137.0500,138.7400,22065200
20170310,139.1400,139.3600,138.6400,139.2500,19488000
20170313,139.2000,139.4300,138.8200,138.8500,17042400
20170314,138.9900,139.6500,138.8400,139.3000,15189700
20170315,140.4600,140.7500,139.0300,139.4100,25566800
20170316,140.6900,141.0200,140.2600,140.7200,19132500
20170317,139.9900,141.0000,139.8900,141.0000,43597400
20170320,141.4600,141.5000,140.2300,140.4000,20213100
20170321,139.8400,142.8000,139.7300,142.1100,39116800
20170322,141.4200,141.6000,139.7600,139.8500,25787600
20170323,140.9200,141.5800,140.6100,141.2600,20346300
20170324,140.6400,141.7400,140.3500,141.5000,22395600
20170327,140.8800,141.2200,138.6200,139.3900,23575100
20170328,143.8000,144.0400,140.6200,140.9100,33374800
20170329,144.1200,144.4900,143.1900,143.6800,29190000
20170330,143.9300,144.5000,143.5000,144.1900,21207300
20170331,143.6600,144.2700,143.0100,143.7200,19661700
20170403,143.7000,144.1200,143.0500,143.7100,19985700
20170404,144.7700,144.8900,143.1700,143.2500,19765700
20170405,144.0200,145.4600,143.8100,144.2200,27481500
20170406,143.6600,144.5200,143.4500,144.2900,21118000
20170407,143.3400,144.1800,143.2700,143.7300,16621300
20170410,143.1700,143.8800,142.9000,143.6000,18473000
20170411,141.6300,143.3500,140.0600,142.9400,30275300
20170412,141.8000,142.1500,141.0100,141.6000,20238900
20170413,141.0500,142.3800,141.0500,141.9100,17652900
20170417,141.8300,141.8800,140.8700,141.4800,16424000
20170418,141.2000,142.0400,141.1100,141.4100,14660800
20170419,140.6800,142.0000,140.4500,141.8800,17271300
20170420,142.4400,142.9200,141.1600,141.2200,23251100
20170421,142.2700,142.6800,141.8500,142.4400,17245200
20170424,143.6400,143.9500,143.1800,143.5000,17099200
20170425,144.5300,144.9000,143.8700,143.9100,18290300
20170426,143.6800,144.6000,143.3800,144.4700,19769400
20170427,143.7900,144.1600,143.3100,143.9200,14106100
20170428,143.6500,144.3000,143.2700,144.0900,20763500
20170501,146.5800,147.2000,144.9600,145.1000,33602900
20170502,147.5100,148.0900,146.8400,147.5400,45352200
20170503,147.0600,147.4900,144.2700,145.5900,45697000
20170504,146.5300,147.1400,145.8100,146.5200,23371900
20170505,148.9600,148.9800,146.7600,146.7600,27327700
20170508,153.0100,153.7000,149.0300,149.0300,48752400
20170509,153.9900,154.8800,153.4500,153.8700,39130400
20170510,153.2600,153.9400,152.1100,153.6300,25805700
20170511,153.9500,154.0700,152.3100,152.4500,27255100
20170512,156.1000,156.4200,154.6700,154.7000,32221800
